judul,caption,hashtag,kategori,platform,wilayah,tanggal
"i feel so high school, every time i look at you 🩷","i feel so high school, every time i look at you 🩷",,Meme & Humor,TikTok,Indonesia,2026-01-25
黒髪ボブが好き? ' ' Short or long? Which one do you like(?) #klp48 ,黒髪ボブが好き? ' ' Short or long? Which one do you like(?) #klp48 #ボブ,#klp48 #ボブ,Meme & Humor,TikTok,Indonesia,2026-01-25
you’re just the gameboy 👀,you’re just the gameboy 👀,,Meme & Humor,TikTok,Indonesia,2026-01-25
Mini vlog kali ya? ☺️,Mini vlog kali ya? ☺️,,Meme & Humor,TikTok,Indonesia,2026-01-25
lagi makeup buat ngeden sama pacar #monyetlucu #ngakakkocak ,lagi makeup buat ngeden sama pacar #monyetlucu #ngakakkocak #parahsihkalogakfyp #kocakabis,#monyetlucu #ngakakkocak #parahsihkalogakfyp #kocakabis,Meme & Humor,TikTok,Indonesia,2026-01-25
Sekali kali konten gambar #drawing #ibish #ibishpaint #fanar,Sekali kali konten gambar #drawing #ibish #ibishpaint #fanart #fyp #fypage,#drawing #ibish #ibishpaint #fanart #fyp #fypage,Meme & Humor,TikTok,Indonesia,2026-01-25
Ketika monyet beruk liat air. Auto nyemplung #fypdongggggggg,Ketika monyet beruk liat air. Auto nyemplung #fypdongggggggg #fyp ##monyetberenang #monyetlucu #beruk #baruak #monyetmandi #monyetnyeberang #lucu #hewanjinak #hewanlucu #primata #primatalovers,#fypdongggggggg #fyp #monyetberenang #monyetlucu #beruk #baruak #monyetmandi #monyetnyeberang #lucu #hewanjinak #hewanlucu #primata #primatalovers,Meme & Humor,TikTok,Indonesia,2026-01-25
#fyp #viral##fypシ゚viral🖤tiktok #bayilucu #baby,#fyp #viral##fypシ゚viral🖤tiktok #bayilucu #baby,#fyp #viral #fypシ゚viral🖤tiktok #bayilucu #baby,Meme & Humor,TikTok,Indonesia,2026-01-25
such a beautiful space<3 fell in love with every corner of t,"such a beautiful space<3 fell in love with every corner of this place. the art, the ambience, and all the pretty vibes ✨",,Meme & Humor,TikTok,Indonesia,2026-01-25
Arah Sang Cinta dan Balasannya -  JKT48 || TWT 09-11-2025 #j,Arah Sang Cinta dan Balasannya -  JKT48 || TWT 09-11-2025 #jkt48 #jkt48newera #arahsangcintadanbalasannya #fyp,#jkt48 #jkt48newera #arahsangcintadanbalasannya #fyp,Meme & Humor,TikTok,Indonesia,2026-01-25
#fyp #chatduluan #4upage #relatable #xybca,#fyp #chatduluan #4upage #relatable #xybca,#fyp #chatduluan #4upage #relatable #xybca,Meme & Humor,TikTok,Indonesia,2026-01-25
kerja yg paling berarti utk negara #pejuangnafkah #kebersiha,kerja yg paling berarti utk negara #pejuangnafkah #kebersihan @jeffrysentana #walikotalangsa,#pejuangnafkah #kebersihan # #walikotalangsa,Meme & Humor,TikTok,Indonesia,2026-01-25
banyak banget rilly 🤣🤣 #rillyjkt48 #jemimajkt48 #mikaelajkt4,banyak banget rilly 🤣🤣 #rillyjkt48 #jemimajkt48 #mikaelajkt48 #jkt48 #fyp,#rillyjkt48 #jemimajkt48 #mikaelajkt48 #jkt48 #fyp,Meme & Humor,TikTok,Indonesia,2026-01-25
OVER SA SIGAWAN #fyp #bini #biniph #binimaloi #maki,OVER SA SIGAWAN #fyp #bini #biniph #binimaloi #maki,#fyp #bini #biniph #binimaloi #maki,Meme & Humor,TikTok,Indonesia,2026-01-25
"usahakan chat jangan singkat2 plsss, mending cek Tiktok Shop","usahakan chat jangan singkat2 plsss, mending cek Tiktok Shop Promo Guncang 11.11: senengnya bablas! jd buruan lo pada shop now🫵🏼 #promoguncang1111",#promoguncang1111,Meme & Humor,TikTok,Indonesia,2026-01-25
"#CapCut Perdana 1,000,000 viewers #1jtviwers #viwers #viwers","#CapCut Perdana 1,000,000 viewers #1jtviwers #viwers #viwerstiktok #1jtviews",#capcut #1jtviwers #viwers #viwerstiktok #1jtviews,Meme & Humor,TikTok,Indonesia,2026-01-25
Cape bgd keliatan nya bang faank sampe ngilang” gitu suarany,Cape bgd keliatan nya bang faank sampe ngilang” gitu suaranya☝️🥹@DA7 MILA @DA7_APING @BandWaliOfficial #indosiar #walibandofficial #fyp #xybca,# # # #indosiar #walibandofficial #fyp #xybca,Meme & Humor,TikTok,Indonesia,2026-01-25
Thx vc today!🫶🏻,Thx vc today!🫶🏻,,Meme & Humor,TikTok,Indonesia,2026-01-25
Jokes Bapak Bapak Lucu #jokes #jokesbapackbapack #jokesreceh,Jokes Bapak Bapak Lucu #jokes #jokesbapackbapack #jokesreceh #jokesbapakbapak #jokesonyou,#jokes #jokesbapackbapack #jokesreceh #jokesbapakbapak #jokesonyou,Meme & Humor,TikTok,Indonesia,2026-01-25
Eh ketinggalan tuh🤣🤣 #funnyvideos  #fyp  #recehvideo,Eh ketinggalan tuh🤣🤣 #funnyvideos  #fyp  #recehvideo,#funnyvideos #fyp #recehvideo,Meme & Humor,TikTok,Indonesia,2026-01-25
Boleh Tapi Gak Boleh (1) Lawakan Bapak Muda Milenial  Boleh ,"Boleh Tapi Gak Boleh (1) Lawakan Bapak Muda Milenial  Boleh di TOKO BAJU, tanpa jangan diucapin di NIKAHAN TEMEN.. (Inspired by @SUMBU PENDEK PODCAST ) @Larasareceh @enjel @Sintadureceh @Peteradureceh @editorecehan",# # # # # #,Meme & Humor,TikTok,Indonesia,2026-01-25
ONESHOT🚫‼️ #mekaya #mikha #aiah #wildau #wlw,ONESHOT🚫‼️ #mekaya #mikha #aiah #wildau #wlw,#mekaya #mikha #aiah #wildau #wlw,Meme & Humor,TikTok,Indonesia,2026-01-25
Mambu bukan sembarang mambu😂 #Capcut #tiktok #fypシ゚ #trend #,Mambu bukan sembarang mambu😂 #Capcut #tiktok #fypシ゚ #trend #pov,#capcut #tiktok #fypシ゚ #trend #pov,Meme & Humor,TikTok,Indonesia,2026-01-25
Lawakan Bapak 262 Lauk Makanan Padang #tebakanreceh #lawakan,Lawakan Bapak 262 Lauk Makanan Padang #tebakanreceh #lawakanindonesia #jokesbapakbapak #masakanpadang,#tebakanreceh #lawakanindonesia #jokesbapakbapak #masakanpadang,Meme & Humor,TikTok,Indonesia,2026-01-25
"Ada di Stand Up Comedy, GAK MUNGKIN ADA di Kampanye Politik ","Ada di Stand Up Comedy, GAK MUNGKIN ADA di Kampanye Politik Yang mau nonton LIVE The Founder5 II di Istora Senayan, Minggu 14 Des 2025,  jangan lupa pake Kode Promo TIMADURECEH biar dapet harga spesial (Link di Bio) Sampe ketemu di sana yaaaa 🤗 #komedi #receh #standupcomedy #kampanyepolitik  @editorecehan @Larasareceh @Sintadureceh @Peteradureceh @enjel",#komedi #receh #standupcomedy #kampanyepolitik # # # # #,Meme & Humor,TikTok,Indonesia,2026-01-25
apa worst advice yang pernah kamu terima? #leonicojoedo #pod,apa worst advice yang pernah kamu terima? #leonicojoedo #podcastclips,#leonicojoedo #podcastclips,Meme & Humor,TikTok,Indonesia,2026-01-25
tetap waspada dimanapun kalin berada🥹🙏🏻#fyp #cacarsapi #fory,tetap waspada dimanapun kalin berada🥹🙏🏻#fyp #cacarsapi #foryou,#fyp #cacarsapi #foryou,Meme & Humor,TikTok,Indonesia,2026-01-25
#xybca #fyp #fypシ゚,#xybca #fyp #fypシ゚,#xybca #fyp #fypシ゚,Meme & Humor,TikTok,Indonesia,2026-01-25
Chị Tư live Em sẽ là người ra đi (02/11/2025) #camly #casica,Chị Tư live Em sẽ là người ra đi (02/11/2025) #camly #casicamly #emselanguoiradi #xh,#camly #casicamly #emselanguoiradi #xh,Meme & Humor,TikTok,Indonesia,2026-01-25
mas rusdi wisuda terakhir di STM kapal karam cik😹 #ambatukam,mas rusdi wisuda terakhir di STM kapal karam cik😹 #ambatukam #stmkapalkaram705laoetbarat🇳🇱 #ngawistory🌻 #rusdi #fyp,#ambatukam #stmkapalkaram705laoetbarat🇳🇱 #ngawistory🌻 #rusdi #fyp,Meme & Humor,TikTok,Indonesia,2026-01-25
"Heyy no no dedek, maen nyosor aja mana marshanya diem lagi😭 ","Heyy no no dedek, maen nyosor aja mana marshanya diem lagi😭 #christyjkt48 #jkt48newera #jkt48edit #fyp #foryou",#christyjkt48 #jkt48newera #jkt48edit #fyp #foryou,Meme & Humor,TikTok,Indonesia,2026-01-25
Day 1 ngarmen😗💅🏻@hearts2hearts  #preetyplease #hearts2hearts,Day 1 ngarmen😗💅🏻@hearts2hearts  #preetyplease #hearts2hearts #h2h #kpopcover #carmen,# #preetyplease #hearts2hearts #h2h #kpopcover #carmen,Meme & Humor,TikTok,Indonesia,2026-01-25
#CapCut parfume sandrinna😻🫶🏻,#CapCut parfume sandrinna😻🫶🏻,#capcut,Meme & Humor,TikTok,Indonesia,2026-01-25
🤣🤣 #storysotta #xcyzba #storylucu #statusvideo #storywhatsap,🤣🤣 #storysotta #xcyzba #storylucu #statusvideo #storywhatsapp #ngakak #video,#storysotta #xcyzba #storylucu #statusvideo #storywhatsapp #ngakak #video,Meme & Humor,TikTok,Indonesia,2026-01-25
#xybca #fypシ゚ #fyp,#xybca #fypシ゚ #fyp,#xybca #fypシ゚ #fyp,Meme & Humor,TikTok,Indonesia,2026-01-25
Engkau Segalanya Bagiku#engkausegalanyabagiku #dianpiesesha ,Engkau Segalanya Bagiku#engkausegalanyabagiku #dianpiesesha #lagunostalgiaindonesia #lawas #nadalawas,#engkausegalanyabagiku #dianpiesesha #lagunostalgiaindonesia #lawas #nadalawas,Meme & Humor,TikTok,Indonesia,2026-01-25
#fyp #fypシ #xyzbca #mcknziee #odelynmackenzie,#fyp #fypシ #xyzbca #mcknziee #odelynmackenzie,#fyp #fypシ #xyzbca #mcknziee #odelynmackenzie,Meme & Humor,TikTok,Indonesia,2026-01-25
enjoy my vlog episode dikejar zombieee🧟‍♀️🤺🦅 #pandoraexperie,enjoy my vlog episode dikejar zombieee🧟‍♀️🤺🦅 #pandoraexperiencejkt #zombieapocalypse #pandorabox #zombielrtjakarta,#pandoraexperiencejkt #zombieapocalypse #pandorabox #zombielrtjakarta,Meme & Humor,TikTok,Indonesia,2026-01-25
jebar jebur katanya ges,jebar jebur katanya ges,,Meme & Humor,TikTok,Indonesia,2026-01-25
“Bukan soal siapa paling sering posting. Tapi siapa yang mun,“Bukan soal siapa paling sering posting. Tapi siapa yang muncul saat orang nyari. Google Ads bikin bisnis kamu tampil tepat di momen orang butuh. Dan itu kerjaannya VODECO. DM kalau mau serius jualan 🚀” #VODECO #GoogleAds #JasaGoogleAds #DigitalAgency #DigitalMarketing,#vodeco #googleads #jasagoogleads #digitalagency #digitalmarketing,Meme & Humor,TikTok,Indonesia,2026-01-25
"Para Cicak Mulai Tangkap NYAMUK : “Selamat Menikmati, Aturan","Para Cicak Mulai Tangkap NYAMUK : “Selamat Menikmati, Aturan Main Baru 2 Januari !” #komedi #receh #cicakcicakdidinding @editorecehan @enjel @Kuekering Laras @Peteradureceh @Sintadureceh",#komedi #receh #cicakcicakdidinding # # # # #,Meme & Humor,TikTok,Indonesia,2026-01-25
"she was beyond my expectation, so lucky to have her #fyp","she was beyond my expectation, so lucky to have her #fyp",#fyp,Meme & Humor,TikTok,Indonesia,2026-01-25
owl owl-an 🦉,owl owl-an 🦉,,Daily Vlog,TikTok,Indonesia,2026-01-25
mau fitcek sepedaan hari ini #otfit #gowes #sepedaan #ootd,mau fitcek sepedaan hari ini #otfit #gowes #sepedaan #ootd,#otfit #gowes #sepedaan #ootd,Daily Vlog,TikTok,Indonesia,2026-01-25
first snow is doneeee,first snow is doneeee,,Daily Vlog,TikTok,Indonesia,2026-01-25
Nếu sông có cạn nếu đá có mòn thì ta vẫn giữ 1 tấm lòng son…,Nếu sông có cạn nếu đá có mòn thì ta vẫn giữ 1 tấm lòng son…,,Daily Vlog,TikTok,Indonesia,2026-01-25
tried the chewy rice cakes from K-Life Blok M @k’s life LOVE,"tried the chewy rice cakes from K-Life Blok M @k’s life LOVEEE bgt mau lagi,,, 🍡😮‍💨  #placetogojkt #blokm #kulinerblokm #fypシ゚",# #placetogojkt #blokm #kulinerblokm #fypシ゚,Daily Vlog,TikTok,Indonesia,2026-01-25
"save my shoulder, back and waist EVERY TIME 🙏 #ootd #backpac","save my shoulder, back and waist EVERY TIME 🙏 #ootd #backpack #workbag #fyp",#ootd #backpack #workbag #fyp,Daily Vlog,TikTok,Indonesia,2026-01-25
GO USTE!!!  #bini #BINIPH #fyp #foryou,GO USTE!!!  #bini #BINIPH #fyp #foryou,#bini #biniph #fyp #foryou,Daily Vlog,TikTok,Indonesia,2026-01-25
Gak bakalan ada lagi drama beli makan di luar karna malas ma,Gak bakalan ada lagi drama beli makan di luar karna malas masak 😌 #wajanantilengket #wajan #frypan,#wajanantilengket #wajan #frypan,Daily Vlog,TikTok,Indonesia,2026-01-25
i love u braga,i love u braga,,Daily Vlog,TikTok,Indonesia,2026-01-25
aku selaluu rutiniin pakee creambath sachet royall jelly 😍❣️,"aku selaluu rutiniin pakee creambath sachet royall jelly 😍❣️, ga pernah skip pake ini sebelum berangkat sekolah  #haircare #haircareroutine #haircaretips #haircareproducts #haircarehacks",#haircare #haircareroutine #haircaretips #haircareproducts #haircarehacks,Daily Vlog,TikTok,Indonesia,2026-01-25
Full seharian sampe ganti hari lagi😭 #dayinmylife #fyp #kuli,Full seharian sampe ganti hari lagi😭 #dayinmylife #fyp #kuliah #ujianakhirsemester #foryou,#dayinmylife #fyp #kuliah #ujianakhirsemester #foryou,Daily Vlog,TikTok,Indonesia,2026-01-25
"mini vlog hangout w my bsf 👭🏻💗🪄, so happyy !! lamaa bangett ","mini vlog hangout w my bsf 👭🏻💗🪄, so happyy !! lamaa bangett ga ketemuu diaa 😉💖.  #dailylife #adayinmylife #minivlog #vlog #dailyvlog",#dailylife #adayinmylife #minivlog #vlog #dailyvlog,Daily Vlog,TikTok,Indonesia,2026-01-25
"for the first time, i tried tracking with friends!! 🧘🏻‍♀️🍒🪷 ","for the first time, i tried tracking with friends!! 🧘🏻‍♀️🍒🪷 best moment of the year🌤️🩷  #vlog #minivlog #tracking #adayinmylife #vlogs",#vlog #minivlog #tracking #adayinmylife #vlogs,Daily Vlog,TikTok,Indonesia,2026-01-25
nemu salon bdg yg affordable buat coloring rambut😍👀 #haircol,nemu salon bdg yg affordable buat coloring rambut😍👀 #haircolor #haircare #haircoloring,#haircolor #haircare #haircoloring,Daily Vlog,TikTok,Indonesia,2026-01-25
emang siapa sha yg marah? 🤔🤣 #raishajkt48 #fionyjkt48 #jkt48,emang siapa sha yg marah? 🤔🤣 #raishajkt48 #fionyjkt48 #jkt48 #fyp #foryoupage,#raishajkt48 #fionyjkt48 #jkt48 #fyp #foryoupage,Daily Vlog,TikTok,Indonesia,2026-01-25
"buat yang nanya kenapa minum natur-e malah jerawatan, sebene","buat yang nanya kenapa minum natur-e malah jerawatan, sebenernya karena suplemen itu cocok cocokan dan vitamin e itu fat-soluble yang artinya bisa bikin kulit jadi lebih lembap tapi di beberapa orang juga bikin minyak naik (sedikit), nah kalo kulitmu oily, porinya gede, atau gampang closed comedo peningkatan minyak sekecil apa pun bisa berubah jadi komedo atau bruntusan apalagi kalo pas barengan pms, begadang, makan gorengan atau kamu lagi minum suplemen lain kayak kolagen atau fish oil yang juga ningkatin sebum jadinya ada yang glowing ada yang breakout bukan karena natur-e jelek, tapi karena kulit acne prone itu sensitif banget sama perubahan kecil. jadi yang salah bukan natur-e nya tapi emang ga cocok sama keadaan kulit kalian. #suplemen #tips #nature #whitening #skincare",#suplemen #tips #nature #whitening #skincare,Daily Vlog,TikTok,Indonesia,2026-01-25
I love you so #thewalters #iloveyouso #cover #indie #fypシ,I love you so #thewalters #iloveyouso #cover #indie #fypシ,#thewalters #iloveyouso #cover #indie #fypシ,Daily Vlog,TikTok,Indonesia,2026-01-25
There’s nothing better than staying in and studying in a coz,There’s nothing better than staying in and studying in a cozy space 🧸📚☕️🏡🍂 #studywithme #studytok #productivity #fyp #college,#studywithme #studytok #productivity #fyp #college,Daily Vlog,TikTok,Indonesia,2026-01-25
been craving more of this lately #livingalone #chillvlog #ad,been craving more of this lately #livingalone #chillvlog #adayinmylife #solodates #solovlog #collegediaries,#livingalone #chillvlog #adayinmylife #solodates #solovlog #collegediaries,Daily Vlog,TikTok,Indonesia,2026-01-25
"makin gede, ternyata gpp bgt kalo cuma dikamar mulu💆🏻‍♀️🎀 #k","makin gede, ternyata gpp bgt kalo cuma dikamar mulu💆🏻‍♀️🎀 #kamaraesthetic #pinkroom #pinkroomdecor #roomdecor #myroom",#kamaraesthetic #pinkroom #pinkroomdecor #roomdecor #myroom,Daily Vlog,TikTok,Indonesia,2026-01-25
puntenn atuh #fyp,puntenn atuh #fyp,#fyp,Daily Vlog,TikTok,Indonesia,2026-01-25
Post Ha Giang Loop depression about to hit hard #hagiang #ha,Post Ha Giang Loop depression about to hit hard #hagiang #hagiangloop #vietnam #travelvietnam #fyppppppppppppppppppppppp,#hagiang #hagiangloop #vietnam #travelvietnam #fyppppppppppppppppppppppp,Daily Vlog,TikTok,Indonesia,2026-01-25
"Kapan ya enaknya upload vlog lagii, suaranya udh bisa dibuat","Kapan ya enaknya upload vlog lagii, suaranya udh bisa dibuat voice over lagii 😋🫡✨ #dailyvlog #fyp #minivlog",#dailyvlog #fyp #minivlog,Daily Vlog,TikTok,Indonesia,2026-01-25
Nigh skincare routine for teenager #minivlog #dailyvlog #ana,Nigh skincare routine for teenager #minivlog #dailyvlog #anakSMP #student #fyp,#minivlog #dailyvlog #anaksmp #student #fyp,Daily Vlog,TikTok,Indonesia,2026-01-25
Starting my workday from a cozy café just feels right ☕ I lo,"Starting my workday from a cozy café just feels right ☕ I love having a setup that lets me stay productive without feeling tied down 💻 The Samsung Galaxy Tab S10 Lite is so compact and easy to bring anywhere, but still powerful enough to handle my work smoothly while I’m on the go — it even comes with the S Pen right out of the box. Paired with my Galaxy Buds Core, I can block out the noise, focus better, and work effortlessly no matter where I am. Simple, portable, and perfect for everyday moments like this 🤍 Lite up your every day now: bit.ly/BuyNowGalaxyTabS10Lite_Elias #GalaxyTabS10Lite #GalaxyBudsCore #TeamGalaxy #GalaxyAI",#galaxytabs10lite #galaxybudscore #teamgalaxy #galaxyai,Daily Vlog,TikTok,Indonesia,2026-01-25
vlog•|hari yang suram.⛈‧₊☂ #rain#dailylife#quietlife#fyp,vlog•|hari yang suram.⛈‧₊☂ #rain#dailylife#quietlife#fyp,#rain #dailylife #quietlife #fyp,Daily Vlog,TikTok,Indonesia,2026-01-25
JKT48 14th Anniversary Concert & Gracia Graduation Ceremony ,JKT48 14th Anniversary Concert & Gracia Graduation Ceremony Eien Pressure #JKT48TheFirstSnow,#jkt48thefirstsnow,Daily Vlog,TikTok,Indonesia,2026-01-25
realistic morning as a corporate girlie ☕️  #GoodDayxBABYMON,realistic morning as a corporate girlie ☕️  #GoodDayxBABYMONSTER #dailylife #worklife #corporatelife #fyp,#gooddayxbabymonster #dailylife #worklife #corporatelife #fyp,Daily Vlog,TikTok,Indonesia,2026-01-25
Harga cabai sekarang turun banget yaa☺️#dayinmylife #panenca,Harga cabai sekarang turun banget yaa☺️#dayinmylife #panencabai #masukberanda #fyp,#dayinmylife #panencabai #masukberanda #fyp,Daily Vlog,TikTok,Indonesia,2026-01-25
#CapCut || vlog day #templatecapcut #todaystory #capcutpione,#CapCut || vlog day #templatecapcut #todaystory #capcutpioneer #pioneertemplate,#capcut #templatecapcut #todaystory #capcutpioneer #pioneertemplate,Daily Vlog,TikTok,Indonesia,2026-01-25
"secintaa ituu sama body lotion @OMNISKIN INDONESIA 🍒🩷, tone ","secintaa ituu sama body lotion @OMNISKIN INDONESIA 🍒🩷, tone up nya ga lebayy😭⁉️ #glutamilkwhitening #instantwhitening #toneupbodylotion #omniskin #bodylotion",# #glutamilkwhitening #instantwhitening #toneupbodylotion #omniskin #bodylotion,Daily Vlog,TikTok,Indonesia,2026-01-25
"Sementara gini dulu ya guys, nnti kita dekor” lagi😋 #anakkos","Sementara gini dulu ya guys, nnti kita dekor” lagi😋 #anakkost #roomdecor #mejaminimalis",#anakkost #roomdecor #mejaminimalis,Daily Vlog,TikTok,Indonesia,2026-01-25
"airport outfit, bye bangkoook 🤓❤️","airport outfit, bye bangkoook 🤓❤️",,Daily Vlog,TikTok,Indonesia,2026-01-25
Rules GA  cukup follow akun Tiktok ku dan ceritakan awal mul,"Rules GA  cukup follow akun Tiktok ku dan ceritakan awal mula kalian kenal aku dari konten yang mana? 😍  cusss di komen, cuma untuk 5 orang aja ya. good luck!!🫶🏻 #giveaway #kipasmini #tumbler #myroom",#giveaway #kipasmini #tumbler #myroom,Daily Vlog,TikTok,Indonesia,2026-01-25
intinya no drama,intinya no drama,,Daily Vlog,TikTok,Indonesia,2026-01-25
Hôm Nay Của Anh x Wrong Times (Pizuh Mashup) #dangrangto #dr,Hôm Nay Của Anh x Wrong Times (Pizuh Mashup) #dangrangto #drt #youngpuppy #rapviet,#dangrangto #drt #youngpuppy #rapviet,Daily Vlog,TikTok,Indonesia,2026-01-25
Jualan hari ini rame banget🥹 20 kg habis dalam 2 jam🙌 terima,Jualan hari ini rame banget🥹 20 kg habis dalam 2 jam🙌 terimakasih buat kalian yang udah beli hari ini🙏 #noelbnsr #fyp #masukberanda #berandatiktok #adayinmylife,#noelbnsr #fyp #masukberanda #berandatiktok #adayinmylife,Daily Vlog,TikTok,Indonesia,2026-01-25
Iziinn🫷🏼🤣#challenge #foryou #xyzbca #kalseltiktok #masukbera,Iziinn🫷🏼🤣#challenge #foryou #xyzbca #kalseltiktok #masukberandafyp,#challenge #foryou #xyzbca #kalseltiktok #masukberandafyp,Daily Vlog,TikTok,Indonesia,2026-01-25
my all time favorite singer @raisa6690 🥹🤍 #raisa #terserah #,my all time favorite singer @raisa6690 🥹🤍 #raisa #terserah #lirik #cover #amelsjamal,# #raisa #terserah #lirik #cover #amelsjamal,Daily Vlog,TikTok,Indonesia,2026-01-25
tau kan kenapa alasan sekarang hijabku rata” hitam semua😌 #g,tau kan kenapa alasan sekarang hijabku rata” hitam semua😌 #girlslogic #hijabstyle #hijabigirl #personalcolor #dilarzla,#girlslogic #hijabstyle #hijabigirl #personalcolor #dilarzla,Daily Vlog,TikTok,Indonesia,2026-01-25
sometimes peace looks like this and letting the world slow d,sometimes peace looks like this and letting the world slow down🍃   #digitaldiary #dailyvlog #minivlog #placetogo #placetogojkt #placetovisit #explorejakarta  #hutankotagbk #romanticizeyourlife,#digitaldiary #dailyvlog #minivlog #placetogo #placetogojkt #placetovisit #explorejakarta #hutankotagbk #romanticizeyourlife,Daily Vlog,TikTok,Indonesia,2026-01-25
Tiada hari tanpa Unboxing paket🫣 #kamaraesthetic #pinkroom #,Tiada hari tanpa Unboxing paket🫣 #kamaraesthetic #pinkroom #pinkroomdecor #roomdecor #dekorasikamar,#kamaraesthetic #pinkroom #pinkroomdecor #roomdecor #dekorasikamar,Daily Vlog,TikTok,Indonesia,2026-01-25
🍎 a little recap of 2025 to start a new year ‧˚꒰୭ ˚. ᵎᵎ also,🍎 a little recap of 2025 to start a new year ‧˚꒰୭ ˚. ᵎᵎ also thanks for 8000 followers i love yall so much 🥺💗 #dailylife #2025recap #videodiary #fyp #capcut,#dailylife #2025recap #videodiary #fyp #capcut,Daily Vlog,TikTok,Indonesia,2026-01-25
It’s so adorable!!! ><🥞 THANK U SM @Bead.Bubble 🤍 . . .  #tr,It’s so adorable!!! ><🥞 THANK U SM @Bead.Bubble 🤍 . . .  #trinket #juminocore #keychaincollection #cute #smiski,# #trinket #juminocore #keychaincollection #cute #smiski,Daily Vlog,TikTok,Indonesia,2026-01-25
💖 #taylorswift #reminder,💖 #taylorswift #reminder,#taylorswift #reminder,Daily Vlog,TikTok,Indonesia,2026-01-25
girl whatever we will die anyways. #fyp #relatable #girlwhat,girl whatever we will die anyways. #fyp #relatable #girlwhatever,#fyp #relatable #girlwhatever,Daily Vlog,TikTok,Indonesia,2026-01-25
love my miffy wallet ₊˚⊹ᰔ  #wallet #miffy #cute,love my miffy wallet ₊˚⊹ᰔ  #wallet #miffy #cute,#wallet #miffy #cute,Daily Vlog,TikTok,Indonesia,2026-01-25
pertama kali nyobaa malah lgsg sukaaakk✨💅🏻@MlenDiaryID #mlen,pertama kali nyobaa malah lgsg sukaaakk✨💅🏻@MlenDiaryID #mlendiary #bulumatapalsu #falseeyelashes,# #mlendiary #bulumatapalsu #falseeyelashes,Daily Vlog,TikTok,Indonesia,2026-01-25
